N(bin),P(bin),K(bin),Temp(bin),Humi(bin),ph(bin),rain(bin),tipo(bin)
01101011,00101010,00011000,010110,1010101,0110,001010110,10100
01100100,00101001,00010110,010110,1010101,0111,001011101,10100
01111101,00100111,00010101,011001,1010010,1000,001011111,10100
01101001,00111100,00010111,011000,1001101,0110,001011000,10100
01100110,00101110,00010011,010111,1010011,0111,001010001,10100
10000011,00110001,00010110,011001,1010000,0111,001000011,10100
10001011,00100011,00001111,011001,1010011,0110,001010111,10100
01101100,00100100,00010011,010111,1001110,0111,001000001,10100
01110110,00101101,00010111,010111,1001101,1000,001001000,10100
01101011,00110011,00010110,011001,1001110,0110,001010000,10100
01111101,00111100,00010001,011000,1010101,0111,001010000,10100
01110001,00100101,00010100,011001,1001111,0111,001100001,10100
10000011,00110100,00010000,011000,1010100,0110,001011001,10100
01110011,00110000,00010000,011010,1010100,0111,001011001,10100
01110001,00100110,00011001,010110,1001111,0111,001011010,10100
01101111,00101001,00010010,011000,1001110,0110,001010001,10100
01101111,00110101,00010011,011000,1001110,0110,001010101,10100
01111010,00110000,00010000,011001,1001100,0110,000111110,10100
01101100,00101110,00010001,011000,1010101,0111,001000001,10100
10000100,00101001,00010110,011000,1010001,1000,001011010,10100
01100111,00101010,00010001,011000,1010101,0111,001010001,10100
10000101,00110010,00011001,011010,1010001,1000,001100100,10100
01111111,00100101,00010010,011001,1001100,0111,001011100,10100
01101110,00100111,00011001,010111,1001101,0111,001001011,10100
10000011,00100110,00010011,011000,1001100,0111,001011010,10100
01101100,00100110,00011000,010111,1001100,0111,001001111,10100
01111010,00101000,00010001,011001,1010001,0111,001010000,10100
01101111,00110010,00001111,011001,1010000,1000,001010101,10100
10001100,00101000,00010001,010111,1001101,0110,001001110,10100
01100100,00101000,00010100,010110,1001100,0111,001010111,10100
01111011,00110010,00010000,010111,1001100,0110,001000111,10100
01101011,00100100,00010101,011001,1001100,0110,000111111,10100
01110110,00110010,00010011,010111,1010010,0110,001000010,10100
01100111,00110011,00010100,010111,1010100,0111,001011100,10100
10000101,00111001,00010011,011000,1001100,1000,001010100,10100
10000001,00101111,00010100,011000,1010001,0110,001100011,10100
01110100,00110100,00010011,010111,1001011,0110,001000011,10100
01110010,00101000,00010111,011010,1010001,0111,001011111,10100
10000011,00111100,00010001,011001,1010010,0111,001010011,10100
01101011,00101011,00010010,010110,1010010,0111,001000010,10100
01111011,00101100,00010101,011010,1001011,1000,001011011,10100
01110000,00110001,00011001,011010,1001110,0110,001000010,10100
01110111,00101100,00001111,010110,1010011,0111,000111101,10100
10000010,00111011,00010011,011001,1010011,0111,001011110,10100
01111111,00110101,00011000,010110,1001100,0110,001000110,10100
10000110,00110100,00010010,011000,1001101,1000,001001100,10100
01101101,00100100,00010010,011001,1001101,1000,000111111,10100
01100100,00110000,00010001,011000,1010011,1000,001000010,10100
10000100,00110100,00010011,011000,1001101,0110,000111110,10100
01100110,00100101,00011001,011001,1001110,0110,001001001,10100
01101111,00100111,00010110,010111,1010000,0110,001011001,10100
01110101,00110011,00001111,010111,1001111,0110,001100100,10100
10001000,00100100,00011000,010111,1010000,1000,001011010,10100
10000110,00111000,00010010,011000,1010100,0111,001000111,10100
01110000,00110110,00001111,011001,1010010,0110,001001101,10100
01101001,00111000,00001111,011010,1010010,0111,001001010,10100
10001100,00101101,00001111,011010,1010000,0110,001100011,10100
01111110,00101110,00011001,011000,1010010,0111,000111101,10100
01101010,00110001,00011000,010111,1001100,0111,001011011,10100
01111001,00110101,00010011,011000,1001101,1000,001010000,10100
01101100,00111100,00010001,010111,1001101,0111,001100010,10100
01110100,00111000,00010001,011001,1001110,1000,001010101,10100
01100100,00110100,00010011,010111,1010010,1000,001011110,10100
10000001,00101011,00010000,011010,1001110,0111,001001111,10100
01110110,00101100,00010111,010110,1010011,0111,001000011,10100
01110101,00101011,00011001,011001,1001111,1000,001000101,10100
01111110,00100101,00010101,011010,1010100,0111,001001101,10100
01111000,00110000,00010000,010110,1001011,0111,001001000,10100
01100110,00101101,00010000,011000,1001110,0111,001001011,10100
10000011,00111000,00010100,010110,1010010,1000,001011100,10100
01110010,00101000,00010001,011000,1010000,0110,001000101,10100
01100101,00100101,00010010,010111,1010011,1000,001011101,10100
01101010,00101110,00010100,010111,1001111,0110,001010001,10100
01110001,00100110,00010100,010110,1001111,0110,001001011,10100
01100110,00110101,00010101,010111,1001100,0111,001011011,10100
01101110,00100111,00010010,011001,1001011,1000,001000000,10100
01101011,00111010,00001111,011000,1001100,1000,001001101,10100
01111000,00111100,00001111,010110,1010100,0111,001000001,10100
01011001,00101111,00100110,011010,1001000,0110,010011000,10101
00111100,00100101,00100111,011011,1010011,0110,010100001,10101
00111111,00101001,00101101,011001,1010111,0111,011000101,10101
01010110,00101000,00100111,011010,1011000,0110,010110000,10101
01100000,00101001,00101000,011000,1001000,0110,010111110,10101
01100100,00100011,00100100,011001,1001000,0110,010111111,10101
00111111,00100101,00101011,010111,1010101,0111,010111010,10101
01000110,00101011,00101000,011000,1011001,0110,010101001,10101
01000011,00110111,00101100,011010,1001011,0111,010110110,10101
01001010,00101000,00101000,011001,1010011,0110,010101001,10101
01011001,00110101,00101100,011001,1001000,0111,010010110,10101
01001010,00101110,00101101,011010,1011000,0110,010111101,10101
01011001,00101001,00100110,010111,1001011,0110,011001000,10101
00111100,00110111,00101000,011001,1011001,0111,010010111,10101
01000011,00101011,00100110,011001,1000111,0111,011000100,10101
01000110,00100110,00100011,011000,1001111,0111,010100100,10101
01001010,00110001,00100110,010111,1000111,0111,010100100,10101
01011010,00101000,00100111,011010,1010010,0111,011000000,10101
01010010,00100011,00101100,011011,1001110,0110,010101010,10101
01001001,00101101,00100101,011000,1001011,0111,010110101,10101
01010101,00110101,00100110,011001,1001010,0111,010011010,10101
01010001,00111000,00100100,010111,1001001,0111,010101111,10101
01010100,00110111,00100110,011011,1010000,0111,010101101,10101
01010000,00101101,00101010,010111,1001011,0111,010011000,10101
01001100,00110110,00101101,011000,1001110,0110,010111001,10101
01001100,00111000,00100111,011000,1011010,0111,011000101,10101
01010001,00101000,00101101,011010,1010001,0110,010101111,10101
01001100,00101100,00101101,011001,1010100,0111,010101001,10101
01000101,00101111,00101000,011001,1001100,0110,010111000,10101
01010010,00101000,00101101,011010,1010010,0111,010110100,10101
01000101,00111001,00100011,011000,1001111,0110,010111010,10101
01010001,00100100,00100110,011000,1011000,0110,010010110,10101
01000011,00111100,00100110,011001,1001111,0111,010100010,10101
01001000,00110011,00101000,010111,1001010,0111,011000111,10101
01000001,00100111,00101101,011000,1000111,0111,010111000,10101
01001110,00110010,00101011,011001,1010110,0110,010100000,10101
01001101,00110100,00101001,011000,1010011,0110,010101000,10101
01011001,00110100,00101010,010111,1010001,0110,011000101,10101
00111110,00110001,00100101,011000,1010011,0111,010100110,10101
01011010,00110000,00101101,011000,1000111,0111,010011010,10101
01000010,00101111,00100100,011001,1001010,0111,010110000,10101
01010000,00110100,00100111,011010,1001101,0111,011000101,10101
01011001,00110100,00101101,011001,1001101,0111,011000100,10101
01001101,00110011,00101100,010111,1010011,0111,010100110,10101
01011110,00100101,00101001,011001,1010111,0110,010110011,10101
01001011,00101001,00100011,011001,1001111,0111,010100111,10101
00111100,00110111,00100100,011010,1010000,0111,010010111,10101
00111110,00111000,00100011,011010,1010010,0110,010100011,10101
01010100,00101000,00101010,011010,1001001,0111,010111011,10101
01100100,00111000,00101000,011010,1010011,0111,010110000,10101
01001011,00111000,00101100,011001,1001010,0110,010101000,10101
01001110,00101110,00101010,010111,1001110,0111,010011011,10101
01010010,00110000,00100100,011010,1010010,0110,011000001,10101
01100100,00111010,00101001,010111,1011000,0111,010100001,10101
01011000,00110010,00101000,011010,1010000,0111,010110110,10101
01000011,00101001,00101000,011010,1011000,0111,010011001,10101
01001000,00101010,00101011,011011,1010001,0110,010110101,10101
01011001,00101000,00101011,011010,1001001,0111,010111110,10101
01011001,00111001,00101011,011011,1001001,0111,010110001,10101
00111101,00101001,00101100,011000,1010010,0111,010100000,10101
01001111,00101101,00101011,011010,1001111,0111,010111011,10101
01010100,00101000,00101011,011001,1011000,0111,010101001,10101
01100010,00101011,00100011,011001,1001100,0111,010111101,10101
01001011,00100100,00101100,010111,1001010,0111,010011010,10101
01011001,00111010,00100011,011000,1010010,0110,010100111,10101
01011011,00101001,00100101,011000,1010011,0110,011000000,10101
01001101,00110000,00100100,011010,1010100,0111,010011011,10101
01000010,00111010,00100011,011000,1001111,0111,010111001,10101
00111110,00111011,00101001,011000,1001011,0111,011000000,10101
01010010,00100011,00100011,011001,1010111,0111,010110001,10101
00111101,00101001,00100011,011001,1001111,0111,011000100,10101
01100011,00111001,00100110,011001,1010010,0110,010011100,10101
01000110,00101010,00101011,010111,1001101,0111,010011101,10101
01011010,00111011,00100011,011000,1011010,0111,010101111,10101
01001001,00101011,00101010,011011,1001110,0110,010011011,10101
01000011,00101110,00101100,011011,1001110,0111,010011010,10101
01010100,00100101,00101010,011001,1010001,0111,010101010,10101
01001000,00101001,00100100,011000,1010001,0110,010110001,10101
01000111,00111000,00100101,010111,1010110,0110,010110000,10101
01000000,00110101,00100110,011010,1001111,0111,010110111,10101
01000001,00110110,00100111,011000,1000111,0111,010100000,10101
00111100,00111010,00100101,011010,1001111,0110,010101011,10101
01010110,00100111,00101011,011010,1000111,0110,011000001,10101
01011010,00110010,00101100,011011,1001001,0110,010101011,10101
01011011,00100110,00100100,011011,1001101,0111,010011110,10101
01010111,00110000,00100110,011000,1010001,0111,010111110,10101
01001000,00101001,00100100,011011,1010111,0110,010011001,10101
01000111,00110110,00100011,011011,1000111,0111,011000111,10101
01010010,00101110,00101001,010111,1010000,0111,010111011,10101
01000111,00110100,00101011,011010,1001010,0111,010110100,10101
01010000,00101011,00101011,011000,1001010,0110,010101101,10101
01001101,00110111,00101011,011001,1001100,0111,011000010,10101
01011111,00111001,00101001,010111,1001010,0110,010111001,10101
00111111,00101111,00100011,011011,1011001,0111,011000010,10101
01011101,00101011,00100110,011000,1010110,0111,010010110,10101
01010111,00101100,00101011,011000,1010111,0111,010110010,10101
01011000,00110100,00100111,011000,1011000,0111,010011011,10101
01011010,00100111,00100101,011001,1010010,0111,010111111,10101
01011010,00100111,00101011,011000,1010010,0111,010111111,10101
01010100,00100110,00101011,011011,1001010,0111,010011111,10101
01011011,00010101,00011010,011010,0111001,0111,011000000,10110
01101011,00010101,00011010,011010,0110111,0111,010010001,10110
01010011,00100110,00100011,011010,0110101,0111,010001001,10110
01101100,00011000,00011111,011000,0111000,0110,010010011,10110
01110100,00011100,00100010,010111,0111100,0110,001111010,10110
01110100,00010111,00011001,010111,0110100,0111,010001011,10110
01101101,00011111,00011011,010111,0110010,0111,010100100,10110
01011001,00011001,00100010,010111,1000000,0111,010000010,10110
01110110,00010010,00100000,011100,0110011,0110,001111011,10110
01101111,00100000,00100010,011001,1000101,0110,010101011,10110
01010100,00100100,00011100,011011,0111000,0110,010001101,10110
01010101,00100001,00011001,011010,0110101,0111,010111101,10110
01100011,00001111,00011011,011011,0111001,0111,010100110,10110
01010001,00011110,00011111,011001,0110100,0111,010000111,10110
01011111,00100111,00011101,011011,0111000,0111,010010101,10110
01010001,00100010,00011110,011001,0111110,0111,010000111,10110
01010000,00001111,00011100,010111,1000100,0111,010100010,10110
01101000,00010100,00011010,011011,0110101,0111,010110000,10110
01101101,00011101,00011100,010111,0111101,0111,011000010,10110
01100100,00100000,00011010,011001,0111010,0110,001111100,10110
01100100,00011000,00011100,011010,0111010,0111,011000100,10110
01010011,00010101,00011100,011010,0111100,0111,010111110,10110
01111000,00010111,00011100,011010,0110011,0111,011000100,10110
01101000,00011010,00011110,011000,0111111,0110,010010101,10110
01101100,00100001,00011111,011000,1000011,0111,010010001,10110
01011011,00011001,00011010,011001,1000011,0111,010110101,10110
01010110,00011010,00011011,011011,0110101,0110,011000000,10110
01100010,00010010,00011011,011100,1000100,0111,010100111,10110
01101111,00011011,00011111,011000,0110111,0110,010111111,10110
01010100,00100111,00100011,010111,0110100,0111,001110101,10110
01100010,00011011,00011011,011001,0110011,0111,011000110,10110
01110110,00010101,00100010,011000,1000001,0111,001111000,10110
01100111,00011011,00011111,011011,0110100,0111,001111110,10110
01010010,00011000,00100001,011011,1000011,0111,001111001,10110
01010110,00011111,00100011,011011,0111101,0110,010111111,10110
01011000,00100011,00100011,011100,0111010,0111,001110110,10110
01010100,00011011,00011101,010111,0110101,0111,010101000,10110
01111000,00101000,00100001,011000,0110110,0111,001110011,10110
01101010,00101000,00011110,010111,1000000,0111,001111011,10110
01110001,00010101,00100001,011010,0111000,0111,010110001,10110
01110101,00100010,00011001,011001,0111001,0111,001111100,10110
01010000,00011110,00011001,011010,1000010,0111,010010100,10110
01011000,00010101,00011011,011000,1000010,0111,010110110,10110
01110001,00100001,00100010,011010,0111110,0111,010011001,10110
01010111,00010111,00011100,011010,0111110,0111,011000010,10110
01110001,00001111,00011101,011011,1000000,0111,010111110,10110
01100010,00011101,00011110,011010,0111101,0110,011000111,10110
01100001,00011101,00011011,011100,0110110,0111,010001100,10110
01010101,00100011,00100000,011010,0110110,0111,010000101,10110
01010010,00011101,00100011,011011,0110100,0110,010011100,10110
01100111,00100001,00011001,011011,0111000,0111,010001100,10110
01110000,00010001,00011100,011100,0111101,0111,011000101,10110
01100011,00010011,00100001,011100,0111000,0110,010000011,10110
01111000,00010100,00100010,011000,0110011,0111,010000010,10110
01110010,00011011,00011100,011001,0111010,0111,011000001,10110
01100100,00101000,00100011,011100,0110110,0111,010110010,10110
01101100,00100011,00011001,011000,0111101,0111,010100010,10110
01110011,00011111,00011110,011000,1000011,0111,001111010,10110
01010111,00011100,00011110,011010,1000101,0111,010101001,10110
01010010,00011000,00011010,011000,0110110,0110,010111000,10110
01011110,00011010,00011011,011010,0110100,0111,010110001,10110
01010111,00011100,00100011,011011,0111001,0111,010011000,10110
01110110,00101000,00100011,011010,0111011,0111,001111010,10110
01010111,00100110,00011101,011001,0111010,0111,010011100,10110
01011100,00101000,00011110,010111,0110111,0110,010101100,10110
01100001,00010110,00011010,011000,0111100,0110,010111001,10110
01100011,00101000,00100000,011000,1000110,0111,010100011,10110
01011001,00011100,00100001,011010,0110110,0111,010101111,10110
01110000,00100111,00011101,011010,0111111,0111,010010100,10110
01101111,00011100,00011010,011100,1000000,0111,011000001,10110
01110010,00010100,00011010,011010,0111111,0111,011000010,10110
01110101,00011010,00011110,011100,1000100,0111,001110011,10110
01101111,00011101,00011111,011010,0110100,0110,010100001,10110
01110111,00011110,00011100,011010,1000001,0111,010100100,10110
01110100,00101000,00100001,011001,0110110,0111,010000010,10110
01011111,00100101,00100011,011011,1000100,0110,011000000,10110
01010110,00101000,00100001,011010,0110100,0111,010001000,10110
01110101,00100101,00100000,010111,1000011,0111,010100011,10110
01101001,00010010,00100011,011000,1000100,0111,010101100,10110
01101101,00010111,00011001,011001,1000100,0111,011000011,10110
01010000,00010010,00011111,011000,0111011,0111,010000111,10110
01100101,00011111,00011010,011011,1000110,0111,010011111,10110
01100111,00100001,00100001,011011,0110011,0111,001111111,10110
01011101,00011010,00011011,011001,0111000,0111,010001010,10110
01101000,00100011,00011100,011100,0110011,0111,010010000,10110
01110100,00100100,00011001,011100,0111011,0110,010011101,10110
01101011,00100110,00011101,011011,0111010,0110,010010001,10110
01100101,00100001,00100001,011011,0111110,0111,010001111,10110
01101011,00011111,00011111,010111,0110101,0111,010011001,10110
01100011,00010000,00011110,011000,1000001,0110,010111010,10110
01100111,00101000,00011110,011011,0110111,0110,010001101,10110
01110110,00011111,00100010,011100,0111111,0110,010110101,10110
01101010,00010101,00100011,011010,0111001,0111,010111101,10110
01110100,00100110,00100010,010111,0110010,0110,010110111,10110
01100001,00100011,00011010,011001,0110110,0110,010100110,10110
01101011,00100010,00100000,011011,1000010,0111,010110010,10110
01100011,00001111,00011011,011011,0111001,0110,010000000,10110
01110110,00100001,00011110,011000,1000011,0110,010101101,10110
01110101,00100000,00100010,011010,0110100,0111,001111111,10110
01101000,00010010,00011110,011000,0111100,0111,000101001,10110
